id,staffId,projectId,date,hours,createdAt
1c5adbb8-e982-4786-9e30-e915c81c64c2,df67b376-6965-4229-8c24-f17d7e59510c,b5b646cc-2a23-42fd-a942-ed489feef747,1747612800000,5,1748007369416
145b359b-fce1-4113-ac46-911eaad5a0ec,df67b376-6965-4229-8c24-f17d7e59510c,d497153b-20a7-460c-90fc-2644b80b7a10,1747612800000,3,1748007369417
